,Day,Travel time on A,Travel time on B,Mean HDV travel time,Mean HDV Perceived travel time,Mean CAV travel time,HDV count on A,HDV count on B,CAV count on A,CAV count on B
0,0.0,9.66578,21.2645859375,15.6623626696875,14.363773141690112,0.0,483.0,517.0,0.0,0.0
1,1.0,18.71168,15.693375,18.19253154,15.170109378508522,0.0,828.0,172.0,0.0,0.0
2,2.0,17.26178,16.1036484375,17.0104654509375,13.876281486698707,0.0,783.0,217.0,0.0,0.0
3,3.0,15.804499999999999,16.6458984375,16.0274705859375,13.018860486698708,0.0,735.0,265.0,0.0,0.0
4,4.0,14.77202,17.1234609375,15.4798037221875,12.773977102273793,0.0,699.0,301.0,0.0,0.0
5,5.0,14.1125,17.4755859375,15.2055029296875,11.627523009103848,0.0,675.0,325.0,0.0,0.0
6,6.0,13.8445,17.6302734375,15.112734101562502,12.857690623237971,0.0,665.0,335.0,0.0,0.0
7,7.0,14.031680000000001,17.5215,15.176340960000001,11.7666655187796,0.0,672.0,328.0,0.0,0.0
8,8.0,14.00482,17.5368984375,15.166873805937499,13.317060364115203,0.0,671.0,329.0,0.0,0.0
9,9.0,13.712000000000002,17.709375,15.071107500000002,13.90823360383481,0.0,660.0,340.0,0.0,0.0
10,10.0,13.79138,17.6617734375,15.0957025884375,12.007873130552973,0.0,663.0,337.0,0.0,0.0
11,11.0,13.978000000000002,17.55234375,15.157533437499998,12.659896713413662,0.0,670.0,330.0,0.0,0.0
12,12.0,13.11538,18.0883359375,14.920563005312498,11.443619893779601,0.0,637.0,363.0,0.0,0.0
13,13.0,14.744079999999999,17.13759375,15.4669211525,12.492432842598044,0.0,698.0,302.0,0.0,0.0
14,14.0,12.41762,18.5831484375,14.828341619062499,12.85866362323797,0.0,609.0,391.0,0.0,0.0
15,15.0,15.053619999999999,16.9847109375,15.6155674628125,12.165113893779601,0.0,709.0,291.0,0.0,0.0
16,16.0,12.34472,18.63834375,14.824407757500001,11.32501191535385,0.0,606.0,394.0,0.0,0.0
17,17.0,14.19368,17.43009375,15.2358052275,11.944608977022959,0.0,678.0,322.0,0.0,0.0
18,18.0,12.88768,18.243375,14.87999854,11.39900754035385,0.0,628.0,372.0,0.0,0.0
19,19.0,14.19368,17.43009375,15.2358052275,11.64536691535385,0.0,678.0,322.0,0.0,0.0
20,20.0,13.294720000000002,17.970375,14.959253180000003,11.466027540353851,0.0,644.0,356.0,0.0,0.0
21,21.0,13.712000000000002,17.709375,15.071107500000002,11.54416754035385,0.0,660.0,340.0,0.0,0.0
22,22.0,13.712000000000002,17.709375,15.071107500000002,11.54416754035385,0.0,660.0,340.0,0.0,0.0
23,23.0,13.68562,17.7253359375,15.0631631346875,11.757869852022958,0.0,659.0,341.0,0.0,0.0
24,24.0,13.37218,17.920523437499998,14.9777452334375,13.788800978834805,0.0,647.0,353.0,0.0,0.0
