,Day,Travel time on A,Travel time on B,Mean HDV travel time,Mean HDV Perceived travel time,Mean CAV travel time,HDV count on A,HDV count on B,CAV count on A,CAV count on B
0,0.0,23.316979999999997,35.841773437499995,29.533232742927627,29.52654300956554,0.0,957.0,943.0,0.0,0.0
1,1.0,56.71328000000001,16.998375,50.60972617894738,48.75809299768901,0.0,1608.0,292.0,0.0,0.0
2,2.0,24.56242,34.4512734375,29.30386499029605,26.387706146641662,0.0,989.0,911.0,0.0,0.0
3,3.0,34.86568,25.77384375,31.621330011842105,29.229026946311404,0.0,1222.0,678.0,0.0,0.0
4,4.0,20.242579999999997,39.7202109375,30.770752090953945,28.149279824528183,0.0,873.0,1027.0,0.0,0.0
5,5.0,50.602000000000004,18.56484375,44.0259521381579,42.29798988925327,0.0,1510.0,390.0,0.0,0.0
6,6.0,8.92498,64.7542734375,51.73723291496711,49.811806415160916,0.0,443.0,1457.0,0.0,0.0
7,7.0,64.65058,15.7014609375,60.19363389588817,59.445074526898814,0.0,1727.0,173.0,0.0,0.0
8,8.0,8.136320000000001,68.01599999999999,55.535814063157886,53.92216233064348,0.0,396.0,1504.0,0.0,0.0
9,9.0,63.48199999999999,15.84609375,58.71840937499999,57.85886594004097,0.0,1710.0,190.0,0.0,0.0
10,10.0,10.5125,59.3115234375,45.827582750822366,43.780007933570545,0.0,525.0,1375.0,0.0,0.0
11,11.0,47.340500000000006,19.6412109375,40.85303493009869,38.68546267814938,0.0,1455.0,445.0,0.0,0.0
12,12.0,27.81248,31.224,29.30636665263158,26.312448860777735,0.0,1068.0,832.0,0.0,0.0
13,13.0,28.5445,30.5677734375,29.412377816611844,26.407307230351133,0.0,1085.0,815.0,0.0,0.0
14,14.0,29.68642,29.590335937499997,29.646519828782896,26.535009051560845,0.0,1111.0,789.0,0.0,0.0
15,15.0,29.024320000000007,30.150374999999997,29.500819063157895,26.41486790609058,0.0,1096.0,804.0,0.0,0.0
16,16.0,29.024320000000007,30.150374999999997,29.500819063157895,26.458554302318554,0.0,1096.0,804.0,0.0,0.0
17,17.0,28.587920000000004,30.529593750000004,29.41977391184211,26.41983185580824,0.0,1086.0,814.0,0.0,0.0
18,18.0,28.67488,30.453374999999994,29.4349526,26.378819810832855,0.0,1088.0,812.0,0.0,0.0
19,19.0,28.718420000000002,30.415335937499997,29.4427351712171,26.37641388501705,0.0,1089.0,811.0,0.0,0.0
20,20.0,29.376320000000003,29.850375,29.57492409473684,26.549794298204517,0.0,1104.0,796.0,0.0,0.0
21,21.0,27.85522,31.185023437500003,29.311570871875002,26.316125354002526,0.0,1069.0,831.0,0.0,0.0
22,22.0,29.642000000000003,29.62734375,29.63590608552632,26.580521673075307,0.0,1110.0,790.0,0.0,0.0
23,23.0,29.33218,29.8877109375,29.56521060904605,26.488980669778417,0.0,1103.0,797.0,0.0,0.0
24,24.0,28.631379999999996,30.491460937500005,29.427298843256576,26.349206376139126,0.0,1087.0,813.0,0.0,0.0
25,25.0,28.849280000000004,30.3015,29.466855663157897,26.430920819690165,0.0,1092.0,808.0,0.0,0.0
26,26.0,28.587920000000004,30.529593750000004,29.41977391184211,26.353916308438578,0.0,1086.0,814.0,0.0,0.0
27,27.0,28.762000000000004,30.37734375,29.45064654605263,26.32700925620718,0.0,1090.0,810.0,0.0,0.0
28,28.0,29.024320000000007,30.150374999999997,29.500819063157895,26.425043378296884,0.0,1096.0,804.0,0.0,0.0
29,29.0,27.94082,31.1072109375,29.32236636167763,26.306339994549255,0.0,1071.0,829.0,0.0,0.0
30,30.0,29.642000000000003,29.62734375,29.63590608552632,26.658925648804082,0.0,1110.0,790.0,0.0,0.0
31,31.0,29.24402,29.962523437500003,29.546169603453947,26.486177077998704,0.0,1101.0,799.0,0.0,0.0
32,32.0,28.631379999999996,30.491460937500005,29.427298843256576,26.455573513765053,0.0,1087.0,813.0,0.0,0.0
33,33.0,28.718420000000002,30.415335937499997,29.4427351712171,26.372710368938804,0.0,1089.0,811.0,0.0,0.0
34,34.0,28.284819999999996,30.797835937500004,29.370707412993422,26.255579404934153,0.0,1079.0,821.0,0.0,0.0
35,35.0,29.33218,29.8877109375,29.56521060904605,26.562789578942148,0.0,1103.0,797.0,0.0,0.0
36,36.0,28.9805,30.188085937500002,29.49213509457237,26.449906604964422,0.0,1095.0,805.0,0.0,0.0
37,37.0,29.33218,29.8877109375,29.56521060904605,26.602405630887784,0.0,1103.0,797.0,0.0,0.0
38,38.0,29.112080000000002,30.07509375,29.518573172368423,26.467980759777586,0.0,1098.0,802.0,0.0,0.0
39,39.0,28.805619999999998,30.3393984375,29.458686713651314,26.444102668048775,0.0,1091.0,809.0,0.0,0.0
40,40.0,28.457779999999996,30.644273437499997,29.397972178125,26.465855175341247,0.0,1083.0,817.0,0.0,0.0
41,41.0,28.849280000000004,30.3015,29.466855663157897,26.433336109347717,0.0,1092.0,808.0,0.0,0.0
42,42.0,29.024320000000007,30.150374999999997,29.500819063157895,26.510471484059806,0.0,1096.0,804.0,0.0,0.0
43,43.0,29.024320000000007,30.150374999999997,29.500819063157895,26.467805161998406,0.0,1096.0,804.0,0.0,0.0
44,44.0,28.587920000000004,30.529593750000004,29.41977391184211,26.406366551963508,0.0,1086.0,814.0,0.0,0.0
45,45.0,30.088000000000005,29.259375,29.74782763157895,26.776096165379602,0.0,1120.0,780.0,0.0,0.0
46,46.0,28.936720000000005,30.225843750000003,29.483579864473686,26.535065191514924,0.0,1094.0,806.0,0.0,0.0
