,Day,Travel time on A,Travel time on B,Mean HDV travel time,Mean HDV Perceived travel time,Mean CAV travel time,HDV count on A,HDV count on B,CAV count on A,CAV count on B
0,0.0,10.428820000000002,20.3775234375,15.1942489465625,15.201855507551596,0.0,521.0,479.0,0.0,0.0
1,1.0,19.14562,15.5925234375,18.5806776465625,16.577395277756697,0.0,841.0,159.0,0.0,0.0
2,2.0,16.64338,16.3164609375,16.5659001821875,14.23215344145965,0.0,763.0,237.0,0.0,0.0
3,3.0,15.981620000000001,16.5722109375,16.134583052812502,13.591186139197697,0.0,741.0,259.0,0.0,0.0
4,4.0,14.68832,17.166,15.44153472,12.701474366697433,0.0,696.0,304.0,0.0,0.0
5,5.0,15.082,16.97109375,15.629837187500002,12.892195240492997,0.0,710.0,290.0,0.0,0.0
6,6.0,13.897780000000001,17.5989609375,15.1302732521875,12.329833667740564,0.0,667.0,333.0,0.0,0.0
7,7.0,14.68832,17.166,15.44153472,12.768211877502091,0.0,696.0,304.0,0.0,0.0
8,8.0,14.058580000000001,17.5061484375,15.1859348790625,12.322641637064795,0.0,673.0,327.0,0.0,0.0
9,9.0,13.81792,17.646,15.104154880000001,12.320748932123887,0.0,664.0,336.0,0.0,0.0
10,10.0,13.68562,17.7253359375,15.0631631346875,12.255442057893196,0.0,659.0,341.0,0.0,0.0
11,11.0,14.884179999999999,17.0673984375,15.5325958759375,12.876944290306573,0.0,703.0,297.0,0.0,0.0
12,12.0,12.53992,18.49209375,14.8374590675,11.925117456689556,0.0,614.0,386.0,0.0,0.0
13,13.0,15.68722,16.6959609375,15.9585713121875,13.385752152008745,0.0,731.0,269.0,0.0,0.0
14,14.0,11.962,18.93984375,14.822915937500001,11.860874277232126,0.0,590.0,410.0,0.0,0.0
15,15.0,15.195919999999997,16.91709375,15.688175692499998,13.112545787972612,0.0,714.0,286.0,0.0,0.0
16,16.0,13.34632,17.93709375,14.971453907499999,12.023644892600519,0.0,646.0,354.0,0.0,0.0
17,17.0,13.81792,17.646,15.104154880000001,12.151057892011083,0.0,664.0,336.0,0.0,0.0
18,18.0,14.031680000000001,17.5215,15.176340960000001,12.286025968071646,0.0,672.0,328.0,0.0,0.0
19,19.0,13.712000000000002,17.709375,15.071107500000002,12.158455362231782,0.0,660.0,340.0,0.0,0.0
20,20.0,13.81792,17.646,15.104154880000001,12.258666375104651,0.0,664.0,336.0,0.0,0.0
21,21.0,14.1125,17.4755859375,15.2055029296875,12.341855311006595,0.0,675.0,325.0,0.0,0.0
22,22.0,14.1125,17.4755859375,15.2055029296875,12.292379654836866,0.0,675.0,325.0,0.0,0.0
23,23.0,13.47602,17.854710937500002,15.004183137187502,12.114134004538059,0.0,651.0,349.0,0.0,0.0
24,24.0,14.329780000000001,17.3552109375,15.2888416071875,12.371687290281258,0.0,683.0,317.0,0.0,0.0
25,25.0,13.712000000000002,17.709375,15.071107500000002,11.971221402590018,0.0,660.0,340.0,0.0,0.0
26,26.0,13.76488,17.67759375,15.0873772475,12.08280044414751,0.0,662.0,338.0,0.0,0.0
27,27.0,13.8445,17.6302734375,15.112734101562502,12.283900263625487,0.0,665.0,335.0,0.0,0.0
28,28.0,14.00482,17.5368984375,15.166873805937499,12.307289423270312,0.0,671.0,329.0,0.0,0.0
29,29.0,13.712000000000002,17.709375,15.071107500000002,12.04270822101356,0.0,660.0,340.0,0.0,0.0
30,30.0,13.951220000000001,17.5678359375,15.1483198753125,12.311432329048209,0.0,669.0,331.0,0.0,0.0
31,31.0,13.8445,17.6302734375,15.112734101562502,12.242343850147059,0.0,665.0,335.0,0.0,0.0
32,32.0,13.712000000000002,17.709375,15.071107500000002,12.234581931314805,0.0,660.0,340.0,0.0,0.0
33,33.0,14.19368,17.43009375,15.2358052275,12.49262411594335,0.0,678.0,322.0,0.0,0.0
34,34.0,13.951220000000001,17.5678359375,15.1483198753125,12.161302901087852,0.0,669.0,331.0,0.0,0.0
35,35.0,13.8445,17.6302734375,15.112734101562502,12.22232226421441,0.0,665.0,335.0,0.0,0.0
36,36.0,14.08552,17.49084375,15.1956555425,12.308291931226126,0.0,674.0,326.0,0.0,0.0
37,37.0,14.08552,17.49084375,15.1956555425,12.479940922572728,0.0,674.0,326.0,0.0,0.0
